trjabankar	description			 Trjábanki er textasafn sem er þáttað og hefur upplýsingar um setningargerðir og setningarliði. Íslensku trjábankarnir eru greindir samkvæmt þáttunarskema sögulegu ensku Penn-trjábankanna (Penn Parsed Corpora of Historical English; PPCHE) en sumt hefur þó verið aðlagað að íslenskri setningargerð. Bæði Sögulegi íslenski trjábankinn og Sögulegi færeyski trjábankinn voru handleiðréttir en Samtímalegi íslenski trjábankinn og Taugavélþáttaði IcePaHC-trjábankinn voru hins vegar vélþáttaðir með íslensku taugaþáttunarpípunni IceNeuralParsingPipeline . GreynirCorpus inniheldur 10 milljónir málsgreina, að mestu úr fréttatextum frá 2015- 2021, og var markaður með Greyni frá Miðeind og nýtir sambærilegt mörkunarskema og fyrrnefndu trjábankarnir. Hluti hans, gullstaðallinn, hefur verið handleiðréttur. Þeim hluta var varpað yfir í venslatrébankann UD GreynirCorpus með UD-varpara fyrir GreyniCorpus . Nánar má lesa um venslatrébanka á https://universaldependencies.org. 	<p>Trjábanki er textasafn sem er <span class='clickable-text' data-key='posTagging'>þáttað</span> og hefur upplýsingar um setningargerðir og setningarliði. Íslensku trjábankarnir eru greindir samkvæmt þáttunarskema sögulegu ensku Penn-trjábankanna (Penn Parsed Corpora of Historical English; PPCHE) en sumt hefur þó verið aðlagað að íslenskri setningargerð.</p><p>Bæði <i>Sögulegi íslenski trjábankinn</i> og <i>Sögulegi færeyski trjábankinn</i> voru handleiðréttir en <i>Samtímalegi íslenski trjábankinn</i> og <i>Taugavélþáttaði IcePaHC-trjábankinn</i> voru hins vegar vélþáttaðir með íslensku taugaþáttunarpípunni <i>IceNeuralParsingPipeline</i>. <i>GreynirCorpus</i> inniheldur 10 milljónir málsgreina, að mestu úr fréttatextum frá 2015- 2021, og var markaður með <i>Greyni</i> frá Miðeind og nýtir sambærilegt mörkunarskema og fyrrnefndu trjábankarnir. Hluti hans, gullstaðallinn, hefur verið handleiðréttur. Þeim hluta var varpað yfir í venslatrébankann <i>UD GreynirCorpus</i> með UD-varpara fyrir <i>GreyniCorpus</i>. Nánar má lesa um venslatrébanka á https://universaldependencies.org.</p>	<p></p>
markadar_einmalamalheildir	description			Markaðar málheildir geta verið af ýmsu tagi. Oft er um að ræða að textasafn hefur verið tilreitt (skipt upp í setningar og tóka), markað málfræðilega (hver tóki er markaður með textastreng sem segir til um t.d. orðflokk, kyn, fall o.s.frv.) og lemmað (uppflettimynd orðs fundin, t.d. 'hestur' fyrir 'hests'). Þetta á við um Risamálheildina, Mörkuðu íslensku málheildina, Orðtíðnibókina, Fornritin og Málheild fyrir íslenskan námsorðaforða.  Orðtíðnibókin (OTB) er elst en hún var gefin út árið 1991 og inniheldur rúma hálfa milljón lesmálsorða sem sótt voru í brot úr 100 textum frá 1980 til 1989. Mörkuð íslensk málheild (MÍM) er mun stærri, inniheldur um 25 milljónir orða af fjölbreyttum textum frá tímabilinu 2000–2010. Risamálheldin (RMH) er bæði nýjust og stærst þessara málheilda og er gefin út með reglulegu millibili með nýjum textum. Ólíkt OTB og MÍM þá er RMH ekki “í jafnvægi”, þ.e. ekki hefur verið lögð áhersla á að velja álíka mikið af textum af mismunandi textategundum, heldur ert allt það efni sem tiltækt er sótt. Fyrir vikið er miklu mun meira af t.d. fréttatextum og textum úr opinberum skjölum heldur en t.d. bókmenntum eða fræðilegum tímaritum. RMH er alltaf gefin út á TEI-sniði, bæði mörkuð og ómörkuð, en frá og með útgáfu 2022 er ómarkaða útgáfan einnig gefin út á JSONL-sniði sem er þægilegt þegar stór mállíkön eru þjálfuð.  Fornritin innihalda markaða texta Íslendingasagna, Sturlungu, Heimskringlu og Landnámabókar. Málheild fyrir íslenskan námsorðaforða (MÍNO) var búin til með því að velja valda texta úr bæði MÍM og RMH, með það fyrir augum að hægt væri að vinna upp úr henni orðtíðnilista yfir íslenskan námsorðaforða. Úr MÍM hafa verið búnir til gullstaðlar fyrir bæði málfræðimörkun ( MÍM-GULL ), nafnakennsl ( MÍM-GUll_NER ) og nafnaeinræðingu (MÍM-GULL-EL), en gullstaðla má nota til að þjálfa og prófa ýmis tól. Til að framkvæma próf á tóli þarf að skipta gullstaðlinum upp í þjálfunar- og prófunarsett, eins og gert hefur verið fyrir MÍM-GULL . Einnig voru unnin þjálfunar- og prófunarsett upp úr RMH og OTB sem nota má til að þjálfa t.d. málfræðimarkara eða lemmald. 	Markaðar málheildir geta verið af ýmsu tagi. Oft er um að ræða að textasafn hefur verið tilreitt (skipt upp í setningar og tóka), markað málfræðilega (hver tóki er markaður með textastreng sem segir til um t.d. orðflokk, kyn, fall o.s.frv.) og lemmað (uppflettimynd orðs fundin, t.d. 'hestur' fyrir 'hests'). Þetta á við um Risamálheildina, Mörkuðu íslensku málheildina, Orðtíðnibókina, Fornritin og Málheild fyrir íslenskan námsorðaforða.</p><p><i>Orðtíðnibókin (OTB)</i> er elst en hún var gefin út árið 1991 og inniheldur rúma hálfa milljón lesmálsorða sem sótt voru í brot úr 100 textum frá 1980 til 1989. <i>Mörkuð íslensk málheild (MÍM)</i> er mun stærri, inniheldur um 25 milljónir orða af fjölbreyttum textum frá tímabilinu 2000–2010. <i>Risamálheldin (RMH)</i> er bæði nýjust og stærst þessara málheilda og er gefin út með reglulegu millibili með nýjum textum. Ólíkt OTB og MÍM þá er RMH ekki “í jafnvægi”, þ.e. ekki hefur verið lögð áhersla á að velja álíka mikið af textum af mismunandi textategundum, heldur ert allt það efni sem tiltækt er sótt. Fyrir vikið er miklu mun meira af t.d. fréttatextum og textum úr opinberum skjölum heldur en t.d. bókmenntum eða fræðilegum tímaritum. RMH er alltaf gefin út á TEI-sniði, bæði mörkuð og ómörkuð, en frá og með útgáfu 2022 er ómarkaða útgáfan einnig gefin út á JSONL-sniði sem er þægilegt þegar stór mállíkön eru þjálfuð.</p><p><i>Fornritin</i> innihalda markaða texta Íslendingasagna, Sturlungu, Heimskringlu og Landnámabókar. <i>Málheild fyrir íslenskan námsorðaforða (MÍNO)</i> var búin til með því að velja valda texta úr bæði MÍM og RMH, með það fyrir augum að hægt væri að vinna upp úr henni orðtíðnilista yfir íslenskan námsorðaforða.</p><p>Úr MÍM hafa verið búnir til gullstaðlar fyrir bæði málfræðimörkun (<i>MÍM-GULL</i>), nafnakennsl (<i>MÍM-GUll_NER<(i>) og nafnaeinræðingu (MÍM-GULL-EL), en gullstaðla má nota til að þjálfa og prófa ýmis tól. Til að framkvæma próf á tóli þarf að skipta gullstaðlinum upp í þjálfunar- og prófunarsett, eins og gert hefur verið fyrir <i>MÍM-GULL</i>. Einnig voru unnin þjálfunar- og prófunarsett upp úr RMH og OTB sem nota má til að þjálfa t.d. málfræðimarkara eða lemmald.</p>	<p></p>
villumalheildir_og_listar	description			 Villumálheild er málheild þar sem villur hafa verið merktar, t.d. hvað varðar stafsetningu, málfræði og fleira. Villumálheildir gagnast meðal annars til að þróa og þjálfa málrýni. Íslenska villumálheildin (IceEC) , Villumálheild íslensk barnamáls (IceCLEC) , Villumálheild íslensku sem annars máls (IceL2EC) og Íslenska lesblinduvillumálheildin (IdeDEC) voru allar unnar við Háskóla Ísland og eru unnar á samskonar hátt, með sömu villukóðum. Íslenska ruglingsmengjamálheildin inniheldur lista yfir lík orð sem fólk á til að ruglast á (t.d. 'hvísl' og 'kvísl'), upplýsingar um tíðni þeirra og mismunandi málfræðimörkun. Óorð íslensku villumálheildarinnar og Listi af handleiðréttum atriðum í lokaritgerðum eru listar yfir villuorð í textum ásamt leiðréttingu. Gagnagrunnur íslenskra bannorða inniheldur lista af íslenskum orðum sem gætu talist óviðeigandi og/eða verið gildishlaðin á einhvern hátt en Íslenskar leitarfyrirspurnarvillur inniheldur lista með leitarfyrirspurnavillum notenda sem gefa ekki leitarniðurstöður í Beygingarlýsingu íslensks nútímamáls 	<p>Villumálheild er málheild þar sem villur hafa verið merktar, t.d. hvað varðar stafsetningu, málfræði og fleira. Villumálheildir gagnast meðal annars til að þróa og þjálfa málrýni. <i>Íslenska villumálheildin (IceEC)</i>, <i>Villumálheild íslensk barnamáls (IceCLEC)</i>, <i>Villumálheild íslensku sem annars máls (IceL2EC)</i> og <i>Íslenska lesblinduvillumálheildin (IdeDEC)</i> voru allar unnar við Háskóla Ísland og eru unnar á samskonar hátt, með sömu villukóðum. <i>Íslenska ruglingsmengjamálheildin</i> inniheldur lista yfir lík orð sem fólk á til að ruglast á (t.d. 'hvísl' og 'kvísl'), upplýsingar um tíðni þeirra og mismunandi málfræðimörkun. <i>Óorð íslensku villumálheildarinnar</i> og <i>Listi af handleiðréttum atriðum í lokaritgerðum</i> eru listar yfir villuorð í textum ásamt leiðréttingu. <i>Gagnagrunnur íslenskra bannorða</i> inniheldur lista af íslenskum orðum sem gætu talist óviðeigandi og/eða verið gildishlaðin á einhvern hátt en <i>Íslenskar leitarfyrirspurnarvillur</i> inniheldur lista með leitarfyrirspurnavillum notenda sem gefa ekki leitarniðurstöður í Beygingarlýsingu íslensks nútímamáls</p>	<p></p>
samhlida_malheildir_og_listar	description			 Samhliða málheild er safn texta á að minnsta kosti tveimur tungumálum sem hafa verið samræmdir að minnsta kosti á setningastigi, þannig að setning á einu tungumáli kallast á við setningu á öðru tungumáli. Svo til allar málheildir og listar snúa að ensku og íslensku, en ein færsla inniheldur þýðingargögn fyrir pólsku og íslensku.  ParIce er ensk-íslensk samhliða málheild sem er ætluð fyrir þjálfun á vélþýðingabúnaði. Hún samanstendur af ýmsum undirmálheildum og inniheldur rúmlega 3,5 milljón samhliða setningapör. Aðrar málheildir sem listaðar eru hér eru svokallaðar gervimálheildir sem oft nýtast vel þegar ekki er til nægilegt magn af samhliða textum. Við gerð Samhliða gervimálheildarinnar var notast við bakþýðingar en þá er þýðingarvél (t.d. ísl.-ens.) notuð til að þýða texta og er þýðingin svo notuð sem þjálfunargögn fyrir líkan sem þýðir til baka í fyrra málið (ens.-ísl.). Við gerð Tilbúnu samhliða málheildarinnar (íslenska-enska) með innskotsorðaforða var hins vegar þeirri aðferð beitt að skipta út orðum í samhliða málheild fyrir önnur orð sem eru sjaldgæfari. En-Is Synthetic Parallel Named Entity Robustness Corpus og En-Is Semi-Synthetic Parallel Name Robustness Corpus eru gervimálheildir þar sem áhersla er á að auðga magn ýmissa sérnafna sem notuð eru við þjálfun með því að skeyta þeim inn í textana. Samhliðuð þjálfunargögn má nota til að þjálfa og prófa líkön ætluð til að þýða á milli tveggja tungumála. ParIce: Þjálfunar- og prófunargögn eru valdir textar úr ParIce-málheildinni þar sem samhliðun texta hefur verið handleiðrétt og má nota til að þjálfa tól sem þýðir milli ensku og íslensku. Íslensk-ensk þjálfunargögn fyrir samröðun setninga eru hins vegar ætluð til að prófa sjálfvirkar samröðunaraðferðir. Icelandic-English Classification Training Set for Parallel Sentence Alignment Filtering er af svipuðu meiði en um er að ræða þjáfunarsett fyrir flokkara sem velur góðar samhliða setningar frá lakari setningum. Icelandic-English Parallel Sentence Extraction Dataset má nota til að prófa nákvæmni aðferða við að veiða samhliða setningapör úr sambærilegum málheildum. En-Is Parallel Named Entity Robustness Corpus – Test data inniheldur prófunargögn til að meta þýðingar á nafnatókum (t.d. manna- og staðarnöfnum) á milli íslensku og ensku. Til að tryggja að nöfn borga og landa séu þýdd rétt, og réttar forsetningar séu notaðar með heitum þeirra á íslensku, þá má notast við listana í cities_is2en (heiti borga), countries_is2iso (heiti landa), isprep4cc (forsetningar á undan heitum ríkja) og isprep4isloc (forsetningar á undan bæja- og staðarheitum). 	<p>Samhliða málheild er safn texta á að minnsta kosti tveimur tungumálum sem hafa verið samræmdir að minnsta kosti á setningastigi, þannig að setning á einu tungumáli kallast á við setningu á öðru tungumáli. Svo til allar málheildir og listar snúa að ensku og íslensku, en ein færsla inniheldur þýðingargögn fyrir pólsku og íslensku.</p><p><i>ParIce</i> er ensk-íslensk samhliða málheild sem er ætluð fyrir þjálfun á vélþýðingabúnaði. Hún samanstendur af ýmsum undirmálheildum og inniheldur rúmlega 3,5 milljón samhliða setningapör. Aðrar málheildir sem listaðar eru hér eru svokallaðar <span class='clickable-text' data-key='synthetic_corpus'>gervimálheildir</span> sem oft nýtast vel þegar ekki er til nægilegt magn af samhliða textum. Við gerð <i>Samhliða gervimálheildarinnar</i> var notast við bakþýðingar en þá er þýðingarvél (t.d. ísl.-ens.) notuð til að þýða texta og er þýðingin svo notuð sem þjálfunargögn fyrir líkan sem þýðir til baka í fyrra málið (ens.-ísl.). Við gerð <i>Tilbúnu samhliða málheildarinnar (íslenska-enska) með innskotsorðaforða</i> var hins vegar þeirri aðferð beitt að skipta út orðum í samhliða málheild fyrir önnur orð sem eru sjaldgæfari. <i>En-Is Synthetic Parallel Named Entity Robustness Corpus</i> og <i>En-Is Semi-Synthetic Parallel Name Robustness Corpus</i> eru gervimálheildir þar sem áhersla er á að auðga magn ýmissa sérnafna sem notuð eru við þjálfun með því að skeyta þeim inn í textana.</p><p>Samhliðuð þjálfunargögn má nota til að þjálfa og prófa líkön ætluð til að þýða á milli tveggja tungumála. <i>ParIce: Þjálfunar- og prófunargögn</i> eru valdir textar úr ParIce-málheildinni þar sem samhliðun texta hefur verið handleiðrétt og má nota til að þjálfa tól sem þýðir milli ensku og íslensku. <i>Íslensk-ensk þjálfunargögn fyrir samröðun setninga</i> eru hins vegar ætluð til að prófa sjálfvirkar samröðunaraðferðir. <i>Icelandic-English Classification Training Set for Parallel Sentence Alignment Filtering</i> er af svipuðu meiði en um er að ræða þjáfunarsett fyrir flokkara sem velur góðar samhliða setningar frá lakari setningum. <i>Icelandic-English Parallel Sentence Extraction Dataset</i> má nota til að prófa nákvæmni aðferða við að veiða samhliða setningapör úr sambærilegum málheildum. <i>En-Is Parallel Named Entity Robustness Corpus – Test data</i> inniheldur prófunargögn til að meta þýðingar á nafnatókum (t.d. manna- og staðarnöfnum) á milli íslensku og ensku.  Til að tryggja að nöfn borga og landa séu þýdd rétt, og réttar forsetningar séu notaðar með heitum þeirra á íslensku, þá má notast við listana í <i>cities_is2en</i> (heiti borga), <i>countries_is2iso</i> (heiti landa), <i>isprep4cc</i> (forsetningar á undan heitum ríkja) og <i>isprep4isloc</i> (forsetningar á undan bæja- og staðarheitum).</p>	<p></p>
malheildir_tengdar_talgreiningu	description			 Samrómur er afrakstur lýðvistunar og inniheldur því fjölda mismunandi radda. Spjallrómur er samræðumálheild og inniheldur 54 samtöl og 102 viðmælendur. Kennslurómur er safn af hljóðskrám og samsvarandi textum úr kennslufyrirlestrum sem teknir voru upp í áföngum í Háskólanum í Reykjavík og Háskóla Íslands. Raddrómur samanstendur af hljóðbútum úr útvarps- og hlaðvarpsþáttum (einkum af RÚV). Gagnasöfnin RÚV-sjónvarp , RÚV-sjónvarp óþekktir málhafar og Fjölmiðlatal innihalda hljóð og texta úr sjónvarp- og útvarpsefni frá RÚV. Ofangreindar málheildir eru allar afurðir máltækniáætlunar stjórnvalda. Aðrar málheildir sem nota má fyrir talgreiningu eru eldri. 	<p><i>Samrómur</i> er afrakstur lýðvistunar og inniheldur því fjölda mismunandi radda. <i>Spjallrómur</i> er samræðumálheild og inniheldur 54 samtöl og 102 viðmælendur. <i>Kennslurómur</i> er safn af hljóðskrám og samsvarandi textum úr kennslufyrirlestrum sem teknir voru upp í áföngum í Háskólanum í Reykjavík og Háskóla Íslands. <i>Raddrómur</i> samanstendur af hljóðbútum úr útvarps- og hlaðvarpsþáttum (einkum af RÚV). <i>Gagnasöfnin RÚV-sjónvarp</i>, <i>RÚV-sjónvarp óþekktir málhafar</i> og <i>Fjölmiðlatal</i> innihalda hljóð og texta úr sjónvarp- og útvarpsefni frá RÚV.</p><p>Ofangreindar málheildir eru allar afurðir máltækniáætlunar stjórnvalda. Aðrar málheildir sem nota má fyrir talgreiningu eru eldri.</p>	<p></p>
malheildir_tengdar_talgervingu	description			 Talrómi tilheyra þrjú mismunandi gagnasöfn sem innihalda stuttar upptökur frá mismunandi röddum. Þau eru ætluð til þjálfunar talgervla.  Mörkuð málheild samstafa orða inniheldur lista af samstafa orðum sem og setningar sem innihalda þessi orð, merkt eftir framburði. Gangasettið má m.a. nota til þess að þjálfa líkan sem flokkar samstafa orð eftir framburði og til málvísindarannsókna. Málheild fyrir textanormun inniheldur nokkur textasöfn fyrir og eftir nörmun (e. normalization). Normun, í þessu tilviki, felur í sér að t.d. tölustafir, skammstafanir og ýmis tákn eru rituð með bókstöfum ('14,6 kg' verður til að mynda 'fjórtán komma sex kílógrömm'). Textasafnið má nota til að þjálfa normunartól sem normar texta áður en hann er sendur til talgervingar. Gögn til skilningsprófana inniheldur setningar til skilningsprófana (e. intelligibility tests) fyrir talgervla og má nota til þess að mæla áhrif stafsetningarvillna á skilning á talgervilslestri. Um er að ræða 50 setningar þar sem hver setning kemur tvisvar fyrir: einu sinni rétt skrifuð og einu sinni með einni stafsetningarvillu. 	<p><i>Talrómi</i> tilheyra þrjú mismunandi gagnasöfn sem innihalda stuttar upptökur frá mismunandi röddum. Þau eru ætluð til þjálfunar talgervla.  <i>Mörkuð málheild samstafa orða</i> inniheldur lista af samstafa orðum sem og setningar sem innihalda þessi orð, merkt eftir framburði. Gangasettið má m.a. nota til þess að þjálfa líkan sem flokkar samstafa orð eftir framburði og til málvísindarannsókna. <>Málheild fyrir textanormun</i> inniheldur nokkur textasöfn fyrir og eftir nörmun (e. normalization). Normun, í þessu tilviki, felur í sér að t.d. tölustafir, skammstafanir og ýmis tákn eru rituð með bókstöfum ('14,6 kg' verður til að mynda 'fjórtán komma sex kílógrömm'). Textasafnið má nota til að þjálfa normunartól sem normar texta áður en hann er sendur til talgervingar. <i>Gögn til skilningsprófana</i> inniheldur setningar til skilningsprófana (e. intelligibility tests) fyrir talgervla og má nota til þess að mæla áhrif stafsetningarvillna á skilning á talgervilslestri. Um er að ræða 50 setningar þar sem hver setning kemur tvisvar fyrir: einu sinni rétt skrifuð og einu sinni með einni stafsetningarvillu.</p>	<p></p>
vidmidungargogn_fyrir_afkastaprofun_storra_mallikana	description			Viðmiðunargögn eru gögn sem nota má við afkastaprófun (e. benchmark) ýmissa tóla. Það getur verið gagnlegt að leggja þannig próf fyrir mállíkön til að sjá hversu góð þau eru. Þau viðmiðunargögn sem hér eru má nota til að meta málkunnáttu stórra mállíkana, málfræðilega getu þeirra og þekkingu á íslenskri menningu og sögu. Íslensk viðmiðunargögn fyrir stór mállíkön nýtast til að meta málkunnáttu og málfræðilega getu stórra mállíkana fyrir íslensku. Íslensk viðmiðunargögn: réttritun á íslensku samanstanda af dæmum um ritaðan texta sem samrýmist ekki málstaðli með tilliti til staf- og greinarmerkjasetningar ásamt leiðréttum dæmum og stuttum og lengri útskýringum sem byggjast á opinberum ritreglum fyrir íslensku. Íslensk viðmiðunargögn: málnotkun samanstanda af ríflega 300 setningum sem samrýmast ekki málstaðli með tilliti til málfars og samsvarandi leiðréttum setningum. Gagnasett spurningarsvörunar á sviði menningar og sögu er ætlað að mæla þekkingu mállíkana á íslenskri menningu og sögu og getu þess til þess að svara spurningum rétt. 	Viðmiðunargögn eru gögn sem nota má við afkastaprófun (e. benchmark) ýmissa tóla. Það getur verið gagnlegt að leggja þannig próf fyrir mállíkön til að sjá hversu góð þau eru. Þau viðmiðunargögn sem hér eru má nota til að meta málkunnáttu stórra mállíkana, málfræðilega getu þeirra og þekkingu á íslenskri menningu og sögu. <i>Íslensk viðmiðunargögn fyrir stór mállíkön</i> nýtast til að meta málkunnáttu og málfræðilega getu stórra mállíkana fyrir íslensku. <i>Íslensk viðmiðunargögn: réttritun á íslensku</i> samanstanda af dæmum um ritaðan texta sem samrýmist ekki málstaðli með tilliti til staf- og greinarmerkjasetningar ásamt leiðréttum dæmum og stuttum og lengri útskýringum sem byggjast á opinberum ritreglum fyrir íslensku. <i>Íslensk viðmiðunargögn: málnotkun</i> samanstanda af ríflega 300 setningum sem samrýmast ekki málstaðli með tilliti til málfars og samsvarandi leiðréttum setningum. Gagnasett spurningarsvörunar á sviði menningar og sögu er ætlað að mæla þekkingu mállíkana á íslenskri menningu og sögu og getu þess til þess að svara spurningum rétt.</p>	<p></p>
ordabaekur	description			 Á varðsveislusvæðinu er að finna ýmsar tegundir orðabóka. Gögn veforðabókanna Íslensk nútímamálsorðabók og Islex orðabók eru þar, eins og þau voru á ákveðnum tímapunkti. Beygingarlýsing íslensks nútímamáls er safn beygingardæma sem birt er á vef Árnastofnunar. Fimm mismunandi gagnasöfn BÍN, eins og þau voru á ákveðnum tímapunkti, er hægt að sækja á varðveislusvæðið. Auk þess er hér að finna BinPackage, Python-pakka með stöðluðum forritaskilum til að einfalda og auðvelda notkun á gögnum BÍN fyrir forritara og vísindafólk. Aðrar orðabækur eru til að mynda framburðarorðabækur. Framburðarorðabókin (hluti af Hjal-verkefninu) inniheldur rúmlega 50 þúsund hljóðritaðar orðmyndir. Almenn framburðarorðabók fyrir talgreiningu byggir á Framburðarorðabókinni en inniheldur rúmlega 135 þúsund orðmyndir og má nota til að þróa talgreini. Íslensk framburðarorðabók fyrir máltækni inniheldur handyfirfarnar hljóðritanir í fjórum framburðartilbrigðum íslensku. Orðskiptingar inniheldur orðskiptingalista og orðskiptingamynstur sem sýna hvar í orðum mega vera skil milli lína. 	<p>Á varðsveislusvæðinu er að finna ýmsar tegundir orðabóka. Gögn veforðabókanna Íslensk nútímamálsorðabók og Islex orðabók eru þar, eins og þau voru á ákveðnum tímapunkti. Beygingarlýsing íslensks nútímamáls er safn beygingardæma sem birt er á vef Árnastofnunar. Fimm mismunandi gagnasöfn BÍN, eins og þau voru á ákveðnum tímapunkti, er hægt að sækja á varðveislusvæðið. Auk þess er hér að finna BinPackage, Python-pakka með stöðluðum forritaskilum til að einfalda og auðvelda notkun á gögnum BÍN fyrir forritara og vísindafólk. Aðrar orðabækur eru til að mynda framburðarorðabækur. Framburðarorðabókin (hluti af Hjal-verkefninu) inniheldur rúmlega 50 þúsund hljóðritaðar orðmyndir. Almenn framburðarorðabók fyrir talgreiningu byggir á Framburðarorðabókinni en inniheldur rúmlega 135 þúsund orðmyndir og má nota til að þróa talgreini. Íslensk framburðarorðabók fyrir máltækni inniheldur handyfirfarnar hljóðritanir í fjórum framburðartilbrigðum íslensku. Orðskiptingar inniheldur orðskiptingalista og orðskiptingamynstur sem sýna hvar í orðum mega vera skil milli lína.</p>	<p></p>
ordanet	description			 Orðanet lýsa merkingarvenslum orða og orðasambanda. IceWordNet er íslensk útgáfa af Princeton Core WordNet þar sem orð eru flokkuð í nokkurs konar samheitamengi sem síðan eru tengd hvert öðru. Íslenskt orðanet byggir á annars konar greiningu á merkingarvenslum íslenskra orða og orðasambanda (sjá vef). 	<p>Orðanet lýsa merkingarvenslum orða og orðasambanda. IceWordNet er íslensk útgáfa af Princeton Core WordNet þar sem orð eru flokkuð í nokkurs konar samheitamengi sem síðan eru tengd hvert öðru. Íslenskt orðanet byggir á annars konar greiningu á merkingarvenslum íslenskra orða og orðasambanda (sjá vef).</p>	<p></p>
onnur_ordasofn	description			 Stopporðalisti fyrir Risamálheildina inniheldur næstum 60 þúsund 'stopporð' úr Risamálheildinni frá 2019. Stopporð eru orð sem oft er ástæða til að hunsa þegar verið er að leita í stórum málheildum, eins og t.d. skammstafanir, erlend orð eða kerfisorð. Orðtíðnisti MÍNO inniheldur tíðnilista sem unninn var upp úr Málheild fyrir íslenskan námsorðaforða (MÍNO). Orðum sem koma fyrir 100 sinnum eða oftar í málheildinni er raðað eftir tíðni og telur heildarorðtíðnilistinn 9.741 orð. Listi yfir íslenskan námsorðaforða inniheldur orð MÍNO sem eru umfram algengustu orðin, orð sem eru notuð þvert á fræðasvið og gegna lykilhlutverki þegar fjallað er um margvísleg og flókin málefni. Ensk-íslenskur orðalisti inniheldur næstum 233 þúsund íslensk-ensk pör. Orðalistinn var settur saman með sjálfvirkum aðferðum og svo yfirfarinn. Pakkinn Orðasambönd á íslensku og ensku samanstendur af þúsund íslenskum orðasamböndum sem fengin eru úr ISLEX-gagnagrunni Árnastofnunar. Gögnin hafa að geyma enska samsvörun orðasambandanna og bókstaflega merkingu þeirra í hvoru máli fyrir sig auk dæmasetninga og lykilorða. 	<p>Stopporðalisti fyrir Risamálheildina inniheldur næstum 60 þúsund 'stopporð' úr Risamálheildinni frá 2019. Stopporð eru orð sem oft er ástæða til að hunsa þegar verið er að leita í stórum málheildum, eins og t.d. skammstafanir, erlend orð eða kerfisorð. Orðtíðnisti MÍNO inniheldur tíðnilista sem unninn var upp úr Málheild fyrir íslenskan námsorðaforða (MÍNO). Orðum sem koma fyrir 100 sinnum eða oftar í málheildinni er raðað eftir tíðni og telur heildarorðtíðnilistinn 9.741 orð. Listi yfir íslenskan námsorðaforða inniheldur orð MÍNO sem eru umfram algengustu orðin, orð sem eru notuð þvert á fræðasvið og gegna lykilhlutverki þegar fjallað er um margvísleg og flókin málefni. Ensk-íslenskur orðalisti inniheldur næstum 233 þúsund íslensk-ensk pör. Orðalistinn var settur saman með sjálfvirkum aðferðum og svo yfirfarinn. Pakkinn Orðasambönd á íslensku og ensku samanstendur af þúsund íslenskum orðasamböndum sem fengin eru úr ISLEX-gagnagrunni Árnastofnunar. Gögnin hafa að geyma enska samsvörun orðasambandanna og bókstaflega merkingu þeirra í hvoru máli fyrir sig auk dæmasetninga og lykilorða.</p>	<p></p>
