samtimalegi_islenski_trjabankinn_icecontree	description			 Vélþáttaður trjábanki sem er þáttaður samkvæmt skema IcePaHC-trjábankans. Hann inniheldur texta úr Risamálheildinni, 	<p>Vélþáttaður trjábanki sem er þáttaður samkvæmt skema IcePaHC-trjábankans. Hann inniheldur texta úr Risamálheildinni,</p>	<p></p>
sogulegi_islenski_trjabankinn_icepahc	description			 Handleiðréttur trjábanki sem er greindur samkvæmt þáttunarskema sögulegu ensku Penn-trjábankanna. Bankinn inniheldur um 1 milljón lesmálsorða frá 12. til 21. aldar. 	<p>Handleiðréttur trjábanki sem er greindur samkvæmt þáttunarskema sögulegu ensku Penn-trjábankanna. Bankinn inniheldur um 1 milljón lesmálsorða frá 12. til 21. aldar.</p>	<p></p>
taugavelthattadi_icepahctrjabankinn_neuralmicepahc	description			 Vélþáttaður trjábanki sem samanstendur af íslenskum textum frá 13.-20. öld sem eru að mestu leyti Íslendingasögur. 	<p>Vélþáttaður trjábanki sem samanstendur af íslenskum textum frá 13.-20. öld sem eru að mestu leyti Íslendingasögur. </p>	<p></p>
greynircorpus	description			 Þáttuð málheild sem inniheldur 10 milljónir málsgreina, að mestu úr fréttatextum, sem hafa verið fullþáttaðar með sjálfvirkum regluþáttara. 	<p>Þáttuð málheild sem inniheldur 10 milljónir málsgreina, að mestu úr fréttatextum, sem hafa verið fullþáttaðar með sjálfvirkum regluþáttara.</p>	<p></p>
ud_greynircorpus	description			 Venslatrjábanki sem hefur verið varpað á sjálfvirkan hátt frá GreynirCorpus. 	<p>Venslatrjábanki sem hefur verið varpað á sjálfvirkan hátt frá GreynirCorpus. </p>	<p></p>
risamalheildin_rmh	description			 RMH-verkefnið hefur að markmiði að safna eins miklum texta frá 21. öld og mögulegt er sem gefa má út með opnu eða takmörkuðu leyfi. Verkefnið samanstendur af níu sjálfstæðum málheildum 	<p>RMH-verkefnið hefur að markmiði að safna eins miklum texta frá 21. öld og mögulegt er sem gefa má út með opnu eða takmörkuðu leyfi. Verkefnið samanstendur af níu sjálfstæðum málheildum</p>	<p></p>
risamalheildin_a_jsonsnidi	description			 Pakkinn inniheldur þær málheildir Íslensku risamálheildarinnar sem voru gefnar út með opnu leyfi, á jsonl-sniðmáti sem hentar m.a. við þjálfun mállíkana. 	<p>Pakkinn inniheldur þær málheildir Íslensku risamálheildarinnar sem voru gefnar út með opnu leyfi, á jsonl-sniðmáti sem hentar m.a. við þjálfun mállíkana.</p>	<p></p>
morkud_islensk_malheild_mim	description			 Í Markaðri íslenskri málheild (MÍM) má finna um 25 milljónir orða af fjölbreyttum textum sem eru geymdir í stöðluðu sniði í rafrænu formi. 	<p>Í Markaðri íslenskri málheild (MÍM) má finna um 25 milljónir orða af fjölbreyttum textum sem eru geymdir í stöðluðu sniði í rafrænu formi.</p>	<p></p>
ordtidnibok_otb	description			 Í textasafninu eru brot úr 100 textum sem voru gefnir út á tímabilinu 1980-1989, hvert með um 5.000 lesmálsorðum. Textarnir voru valdir úr fimm textaflokkum: íslenskum skáldverkum, þýddum skáldverkum, ævisögum og minningum, fræðslutextum og barna og unglingabókum. 	<p>Í textasafninu eru brot úr 100 textum sem voru gefnir út á tímabilinu 1980-1989, hvert með um 5.000 lesmálsorðum. Textarnir voru valdir úr fimm textaflokkum: íslenskum skáldverkum, þýddum skáldverkum, ævisögum og minningum, fræðslutextum og barna og unglingabókum. </p>	<p></p>
fornritin	description			 Þetta safn hefur að geyma 41 forntexta úr Íslendingasögum, Sturlungu, Heimskringlu og Landnámabók. 	<p>Þetta safn hefur að geyma 41 forntexta úr Íslendingasögum, Sturlungu, Heimskringlu og Landnámabók. </p>	<p></p>
textar_af_visindavefnum_og_evropuvefnum	description			 Málheildin inniheldur spurningar og svör af Vísindavefnum og Evrópuvefnum sem Háskóli Íslands heldur úti. 	<p>Málheildin inniheldur spurningar og svör af Vísindavefnum og Evrópuvefnum sem Háskóli Íslands heldur úti. </p>	<p></p>
islenska_villumalheildin_iceec	description			 Safn texta (nemendaritgerðir, fréttir og Wikipedia) á nútímaíslensku þar sem villur eru merktar, t.d. hvað varðar stafsetningu, málfræði og fleira. 	<p>Safn texta (nemendaritgerðir, fréttir og Wikipedia) á nútímaíslensku þar sem villur eru merktar, t.d. hvað varðar stafsetningu, málfræði og fleira.</p>	<p></p>
villumalheild_islensks_barnamals_iceclec	description			 Safn texta á nútímaíslensku sem hafa verið skrifaðir af íslenskum móðurmálsmálhöfum á aldrinum 10–15 ára þar sem villur eru merktar.	<p>Safn texta á nútímaíslensku sem hafa verið skrifaðir af íslenskum móðurmálsmálhöfum á aldrinum 10–15 ára þar sem villur eru merktar.	<p></p>
villumalheild_islensku_sem_annars_mals_icel2ec	description			 Safn texta á nútímaíslensku sem hafa verið skrifaðir af annarsmálshöfum íslensku þar sem villur eru merktar. 	<p>Safn texta á nútímaíslensku sem hafa verið skrifaðir af annarsmálshöfum íslensku þar sem villur eru merktar.</p>	<p></p>
islenska_lesblinduvillumalheildin_icedec	description			 Safn texta á nútímaíslensku sem hafa verið skrifaðir af einstaklingum sem greindir hafa verið með dyslexíu og þar sem villur eru merktar. 	<p>Safn texta á nútímaíslensku sem hafa verið skrifaðir af einstaklingum sem greindir hafa verið með dyslexíu og þar sem villur eru merktar.</p>	<p></p>
islenska_ruglingsmengjamalheildin_icosc	description			 Listi yfir lík orð sem fólk á til að ruglast á, upplýsingar um tíðni þeirra og mismunandi málfræðimörkun. 	<p>Listi yfir lík orð sem fólk á til að ruglast á, upplýsingar um tíðni þeirra og mismunandi málfræðimörkun.</p>	<p></p>
oord_islensku_villumalheildarinnar	description			 Listi af íslenskum óorðum og leiðréttingum þeirra, en óorðin eru fengin úr íslensku villumálheildinni IceErrorCorpus. 	<p>Listi af íslenskum óorðum og leiðréttingum þeirra, en óorðin eru fengin úr íslensku villumálheildinni IceErrorCorpus.</p>	<p></p>
listi_af_handleidrettum_atridum_i_lokaritgerdum	description			 Listi af handleiðréttum atriðum í lokaritgerðum nemenda á skemman.is. 	<p>Listi af handleiðréttum atriðum í lokaritgerðum nemenda á skemman.is.</p>	<p></p>
gagnagrunnur_islenskra_bannorda_icetaboo	description			 Listi af íslenskum orðum sem gætu talist óviðeigandi og/eða verið gildishlaðin á einhvern hátt. 	<p>Listi af íslenskum orðum sem gætu talist óviðeigandi og/eða verið gildishlaðin á einhvern hátt.</p>	<p></p>
